Date,Time,Pres,Temp,Cond,Sal,O2%,O2ppm,pH,PAR,Chl(a)Phy-EthrinPhy-Cyanin,datetime,Depth,pot_temp,density,N2,mld_temp,mld_dens
06-07-2024,15:49:056.96,0.45,5.467,24.057,23.994,102.1,10.98,8.246,341.78824,2.96,2024-07-06 15:49:05.696,0.4462897096774762,5.466972334730251,18.841997064260227,2.1582566878876903e-05,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:49:057.21,0.49,5.466,24.057,23.994,102.2,10.99,8.247,362.40002,3.35,2024-07-06 15:49:05.721,0.4859598588904479,5.4659698795786635,18.84208700962097,-inf,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:49:057.45,0.49,5.466,23.998,23.93,102.2,11.0,8.249,344.83398,3.98,2024-07-06 15:49:05.745,0.4859598588904479,5.465969935214942,18.791830531543837,-0.056519291772462586,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:49:057.70,0.47,5.466,24.136,24.08,102.2,10.99,8.249,307.70422,3.47,2024-07-06 15:49:05.770,0.4661247852472799,5.4659710373793695,18.909619542508494,-0.005275153095212354,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:49:057.95,0.54,5.466,24.09,24.031,102.2,11.0,8.249,334.93219,2.88,2024-07-06 15:49:05.795,0.5355475345693446,5.46596677041179,18.87114164893842,-0.029971002608589682,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:49:058.20,0.55,5.464,24.053,23.991,102.3,11.01,8.25,345.69476,3.48,2024-07-06 15:49:05.820,0.5454650682601496,5.46396620332222,18.83991106866381,inf,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:49:058.44,0.55,5.463,24.084,24.025,102.3,11.01,8.251,326.73355,3.65,2024-07-06 15:49:05.844,0.5454650682601496,5.4629661748004565,18.86670011442368,-0.02750646386091693,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:49:058.69,0.53,5.463,24.15,24.098,102.4,11.01,8.252,311.12225,3.65,2024-07-06 15:49:05.869,0.5256300003968817,5.462967336283792,18.924024987412963,0.005565396989406471,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:49:058.93,0.55,5.465,24.165,24.113,102.4,11.01,8.252,343.96872,3.27,2024-07-06 15:49:05.893,0.5454650682601496,5.4649660796859045,18.935623588104818,0.008644747849201795,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:49:059.18,0.51,5.464,24.123,24.067,102.5,11.02,8.252,343.58163,2.91,2024-07-06 15:49:05.918,0.5057949306069816,5.463968592683219,18.89959138696156,-0.03444290008579054,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:49:059.42,0.54,5.465,23.997,23.93,102.5,11.04,8.253,317.42389,3.15,2024-07-06 15:49:05.942,0.5355475345693446,5.464966871728146,18.791920278490124,-inf,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:49:059.67,0.54,5.462,23.86,23.782,102.5,11.05,8.254,316.22116,3.06,2024-07-06 15:49:05.967,0.5355475345693446,5.461967027316262,18.675970557562778,-inf,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:49:059.91,0.54,5.459,23.816,23.736,102.6,11.06,8.255,334.61688,2.8,2024-07-06 15:49:05.991,0.5355475345693446,5.4589670851587515,18.640116099840043,-inf,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:50:000.16,0.54,5.459,23.814,23.734,102.6,11.07,8.257,346.01749,3.5,2024-07-06 15:50:00.016,0.5355475345693446,5.458967087077649,18.63854557118691,-0.019760473241119472,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:50:000.40,0.5,5.46,23.911,23.839,102.7,11.06,8.257,341.97849,3.5,2024-07-06 15:50:00.040,0.495877394989544,5.459969427749228,18.72090923563519,inf,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:50:000.65,0.5,5.463,24.124,24.07,102.7,11.05,8.257,340.16138,2.77,2024-07-06 15:50:00.065,0.495877394989544,5.462969210117482,18.90203732652401,-0.027072114830854026,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:50:000.89,0.53,5.461,24.024,23.962,102.8,11.07,8.256,319.78201,2.45,2024-07-06 15:50:00.089,0.5256300003968817,5.460967473088091,18.81740781930216,-0.08901044102957616,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:50:001.14,0.54,5.462,23.917,23.844,102.8,11.08,8.255,320.98328,2.61,2024-07-06 15:50:00.114,0.5355475345693446,5.461966967862042,18.724656690066695,-inf,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:50:001.39,0.54,5.461,23.888,23.813,102.8,11.08,8.256,307.06323,3.27,2024-07-06 15:50:00.139,0.5355475345693446,5.460967002156774,18.70040295314641,0.0016741359813109299,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:50:001.64,0.58,5.462,23.897,23.822,102.9,11.08,8.257,338.95493,2.68,2024-07-06 15:50:00.164,0.5752176664426186,5.461964543506556,18.707380939500013,0.021939823500458724,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:50:001.89,0.57,5.463,23.871,23.793,102.9,11.09,8.258,344.59711,3.06,2024-07-06 15:50:00.189,0.5653001341967864,5.462965179401826,18.684519091421294,0.009085859631319849,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:50:002.13,0.55,5.464,23.849,23.769,102.9,11.09,8.26,355.60391,3.06,2024-07-06 15:50:00.213,0.5454650682601496,5.4639664200540885,18.665583708085137,inf,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:50:002.38,0.55,5.464,23.854,23.773,103.0,11.1,8.261,355.95547,3.06,2024-07-06 15:50:00.238,0.5454650682601496,5.463966416146647,18.668724715637154,0.0031821702715124534,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:50:002.62,0.5,5.465,23.834,23.752,103.0,11.1,8.262,327.41968,3.33,2024-07-06 15:50:00.262,0.495877394989544,5.46496948384299,18.652145220006332,0.005275052929010894,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:50:002.87,0.52,5.465,23.848,23.766,103.0,11.1,8.262,363.55093,3.04,2024-07-06 15:50:00.287,0.5157124657427605,5.464968250182173,18.663138695740713,-0.014468778936712836,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:50:003.11,0.47,5.465,23.935,23.862,103.0,11.09,8.261,348.60062,3.56,2024-07-06 15:50:00.311,0.4661247852472799,5.46497122312252,18.73852284224779,0.08959075593106347,-0.08925805897988083,-0.08925805897988083
06-07-2024,15:50:003.36,0.48,5.466,24.045,23.981,103.0,11.09,8.26,330.94427,2.7,2024-07-06 15:50:00.336,0.4760423223096934,5.465970505388755,18.831878642510105,-0.055295604619382675,-0.08925805897988083,-0.08925805897988083
